id,user_id,completed_at,item_total,shipment_total
265248,36052,2022-09-02 20:23,98.19,2.5
264806,35808,2022-09-02 23:06,60.69,2.5
265253,36055,2022-09-02 23:12,36.46,6.0
259659,7788,2022-09-03 06:11,70.01,2.5
265097,35966,2022-09-03 06:48,47.04,6.0
243658,2704,2022-09-03 06:53,130.9,2.5
263048,13314,2022-09-03 07:14,34.06,6.0
265267,36064,2022-09-03 07:16,28.94,6.0
265266,35536,2022-09-03 07:20,32.04,6.0
265272,36067,2022-09-03 07:47,26.45,6.0
265037,35932,2022-09-03 08:47,49.74,6.0
259782,15,2022-09-03 08:53,64.87,2.5
256590,30857,2022-09-03 09:11,29.52,6.0
265284,36073,2022-09-03 09:37,40.43,6.0
265281,36071,2022-09-03 09:46,52.75,6.0
265287,36074,2022-09-03 10:00,35.84,6.0
265290,36075,2022-09-03 10:13,47.46,6.0
265306,36083,2022-09-03 11:52,28.04,6.0
265308,36084,2022-09-03 12:10,26.03,6.0
265311,36086,2022-09-03 12:18,46.1,6.0
265316,36089,2022-09-03 12:43,39.15,6.0
265334,36103,2022-09-03 14:44,25.12,6.0
265338,36106,2022-09-03 15:08,45.38,6.0
265337,36105,2022-09-03 15:09,37.66,6.0
265359,36119,2022-09-03 17:39,65.48,2.5
265360,36120,2022-09-03 17:46,25.95,6.0
264235,35302,2022-09-03 17:50,31.0,6.0
789,911,2022-09-03 18:07,80.63,2.5
174491,608,2022-09-03 19:01,270.4,2.5
264866,34333,2022-09-03 19:13,34.42,6.0
265374,36128,2022-09-03 19:28,38.17,6.0
265377,36130,2022-09-03 20:06,78.1,2.5
265383,36134,2022-09-03 21:31,25.41,6.0
265391,36140,2022-09-04 00:18,26.22,6.0
247114,7994,2022-09-04 00:34,58.13,6.0
264953,35897,2022-09-04 02:27,27.08,6.0
261944,8157,2022-09-04 05:27,66.54,2.5
265362,36121,2022-09-04 06:54,34.44,6.0
265405,36149,2022-09-04 07:27,51.76,6.0
243458,235,2022-09-04 08:40,146.7,2.5
265415,36154,2022-09-04 08:56,25.96,6.0
265412,36152,2022-09-04 09:03,26.78,6.0
265416,36155,2022-09-04 09:09,32.49,6.0
265418,36157,2022-09-04 09:22,27.98,6.0
230459,23291,2022-09-04 09:34,58.29,6.0
265423,36160,2022-09-04 09:42,25.58,6.0
154712,10030,2022-09-04 10:51,108.44,2.5
86645,1266,2022-09-04 11:00,328.36,2.5
263420,35056,2022-09-04 11:27,31.42,6.0
265442,36173,2022-09-04 11:59,26.52,6.0
265426,36162,2022-09-04 12:00,28.52,6.0
257772,1851,2022-09-04 12:00,72.97,2.5
261856,34076,2022-09-04 12:06,37.17,6.0
265444,36175,2022-09-04 12:19,25.05,6.0
264992,4866,2022-09-04 12:28,51.23,6.0
265443,36174,2022-09-04 12:31,39.82,6.0
265446,36177,2022-09-04 12:43,41.11,12.0
265448,4164,2022-09-04 12:43,75.1,2.5
263413,4035,2022-09-04 13:04,126.49,2.5
239655,18465,2022-09-04 13:45,48.82,6.0
241966,267,2022-09-04 14:34,109.07,2.5
265477,36197,2022-09-04 15:33,25.72,6.0
265480,36200,2022-09-04 15:59,27.29,6.0
263651,34516,2022-09-04 16:02,54.15,6.0
237126,18,2022-09-04 16:12,133.91,2.5
265483,36203,2022-09-04 16:23,33.5,6.0
265485,844,2022-09-04 16:30,90.01,2.5
265398,36144,2022-09-04 16:52,31.56,6.0
265488,36205,2022-09-04 17:01,43.84,6.0
265491,36207,2022-09-04 17:20,34.12,6.0
265497,36210,2022-09-04 17:28,26.16,6.0
264767,7,2022-09-04 17:33,37.07,6.0
264406,18496,2022-09-04 17:42,71.19,2.5
261144,33689,2022-09-04 17:48,69.68,2.5
263305,34982,2022-09-04 17:55,34.4,6.0
261917,30775,2022-09-04 19:07,44.63,6.0
264596,26987,2022-09-04 19:18,46.28,6.0
265514,36217,2022-09-04 20:12,45.88,6.0
263704,11,2022-09-04 20:29,50.71,6.0
256735,175,2022-09-04 20:43,75.22,2.5
265517,36220,2022-09-04 21:10,48.77,6.0
265521,36223,2022-09-05 05:32,30.13,6.0
265522,36224,2022-09-05 06:04,37.06,6.0
263942,35360,2022-09-05 06:33,25.65,6.0
265526,13059,2022-09-05 07:05,58.21,6.0
265527,168,2022-09-05 07:15,61.59,2.5
261379,20121,2022-09-05 08:13,33.34,6.0
265537,36231,2022-09-05 08:18,27.32,6.0
243067,785,2022-09-05 09:21,61.12,2.5
265551,36239,2022-09-05 09:33,25.93,6.0
265555,36241,2022-09-05 09:53,26.84,6.0
265554,34258,2022-09-05 10:53,29.69,6.0
260388,33203,2022-09-05 11:23,26.09,6.0
265565,33601,2022-09-05 11:32,31.02,6.0
265573,36253,2022-09-05 12:35,42.36,6.0
265585,34229,2022-09-05 13:19,69.23,2.5
265533,2230,2022-09-05 13:38,26.35,6.0
259877,32875,2022-09-05 13:58,49.85,6.0
262403,34316,2022-09-05 15:01,30.45,6.0
265578,36255,2022-09-05 15:02,36.33,6.0
263806,21538,2022-09-05 15:06,83.26,2.5
265604,36268,2022-09-05 15:55,38.05,6.0
265605,33916,2022-09-05 16:14,50.84,6.0
261431,26078,2022-09-05 16:40,63.24,2.5
265192,36018,2022-09-05 17:03,44.48,6.0
263523,35113,2022-09-05 17:40,52.7,6.0
265624,24152,2022-09-05 17:59,66.6,2.5
265627,36279,2022-09-05 18:40,37.58,6.0
265628,36280,2022-09-05 18:46,40.1,6.0
260067,1443,2022-09-05 19:05,122.01,2.5
153126,7296,2022-09-05 19:06,94.91,2.5
260504,7669,2022-09-05 19:31,27.43,6.0
261079,5512,2022-09-05 19:45,104.28,2.5
265640,36284,2022-09-05 20:04,38.26,6.0
261286,8220,2022-09-05 20:09,191.51,2.5
265651,36290,2022-09-05 20:43,39.81,6.0
264088,33633,2022-09-05 21:00,32.12,6.0
265653,36291,2022-09-05 21:09,56.54,6.0
242619,694,2022-09-05 21:46,130.61,2.5
235821,648,2022-09-05 21:52,118.18,2.5
263121,13,2022-09-06 06:23,153.9,2.5
261610,33931,2022-09-06 06:41,48.96,6.0
263264,34946,2022-09-06 07:31,36.48,6.0
230452,21763,2022-09-06 07:31,106.79,2.5
250176,21514,2022-09-06 08:03,72.42,2.5
219734,560,2022-09-06 08:08,35.96,6.0
257751,25902,2022-09-06 08:13,51.73,6.0
265686,24075,2022-09-06 08:18,52.77,6.0
265691,9459,2022-09-06 09:17,42.21,6.0
265690,36308,2022-09-06 09:19,40.46,6.0
265698,36312,2022-09-06 10:15,34.26,6.0
259329,32525,2022-09-06 10:45,37.1,6.0
265705,36317,2022-09-06 11:07,36.65,6.0
236307,24859,2022-09-06 11:27,62.84,2.5
112302,18812,2022-09-06 12:00,51.12,6.0
261642,21683,2022-09-06 13:08,30.7,6.0
263800,800,2022-09-06 13:34,54.26,6.0
9212,13283,2022-09-06 13:36,54.29,6.0
265219,20479,2022-09-06 13:56,33.56,6.0
153066,1138,2022-09-06 14:37,174.33,2.5
264385,35598,2022-09-06 14:49,38.74,6.0
262932,7703,2022-09-06 14:52,33.42,6.0
265732,36332,2022-09-06 15:10,37.4,6.0
265503,36210,2022-09-06 15:21,40.02,6.0
15383,6770,2022-09-06 15:21,70.42,2.5
259762,29700,2022-09-06 15:27,62.43,2.5
265743,36339,2022-09-06 16:03,47.02,6.0
265747,21514,2022-09-06 16:20,9.5,6.0
264988,42,2022-09-06 16:21,104.33,2.5
265746,36340,2022-09-06 16:23,50.41,6.0
244902,27242,2022-09-06 17:24,41.58,6.0
265763,4261,2022-09-06 17:41,57.45,6.0
265765,36352,2022-09-06 18:02,38.55,6.0
265767,36354,2022-09-06 18:15,43.19,6.0
265771,36356,2022-09-06 18:48,26.61,6.0
233870,4286,2022-09-06 18:56,61.55,2.5
265780,36361,2022-09-06 19:28,36.59,6.0
233957,4524,2022-09-06 20:12,173.59,5.5
243904,5018,2022-09-07 05:17,110.16,2.5
265814,36377,2022-09-07 06:41,58.45,6.0
265818,36380,2022-09-07 07:00,28.97,6.0
265084,33111,2022-09-07 08:04,29.73,6.0
265805,36374,2022-09-07 08:52,46.43,6.0
262675,27987,2022-09-07 09:00,48.74,6.0
260601,33336,2022-09-07 09:05,31.97,6.0
265639,175,2022-09-07 09:08,58.09,6.0
15984,3302,2022-09-07 09:10,37.88,6.0
265403,36147,2022-09-07 09:18,44.6,6.0
257493,31369,2022-09-07 10:23,48.89,6.0
265850,36393,2022-09-07 11:29,42.3,6.0
252959,9870,2022-09-07 11:35,60.12,2.5
265851,36394,2022-09-07 11:57,37.42,6.0
265858,36399,2022-09-07 12:19,40.1,6.0
265865,36403,2022-09-07 12:58,37.2,6.0
236352,1300,2022-09-07 13:02,62.76,2.5
264759,3179,2022-09-07 13:16,27.09,6.0
258393,30735,2022-09-07 14:32,30.37,6.0
234226,24321,2022-09-07 14:32,64.34,2.5
265886,1125,2022-09-07 15:06,96.54,2.5
265893,36415,2022-09-07 15:29,40.26,6.0
265897,36418,2022-09-07 15:44,56.66,6.0
265899,36419,2022-09-07 15:56,36.68,12.0
16604,5362,2022-09-07 16:05,62.06,2.5
265904,36421,2022-09-07 16:18,40.22,6.0
265906,31275,2022-09-07 16:29,33.48,6.0
257901,24066,2022-09-07 16:31,37.6,6.0
192731,17937,2022-09-07 16:38,64.37,2.5
265912,3820,2022-09-07 16:47,155.18,2.5
265061,274,2022-09-07 16:49,69.09,2.5
150536,1269,2022-09-07 16:52,76.14,2.5
265917,36426,2022-09-07 17:24,43.16,6.0
256981,31119,2022-09-07 18:06,51.64,6.0
261159,33385,2022-09-07 18:20,30.44,6.0
265931,36435,2022-09-07 18:38,41.37,6.0
265934,36437,2022-09-07 18:41,37.15,6.0
265937,36439,2022-09-07 19:28,37.57,6.0
8313,8847,2022-09-07 20:11,47.93,6.0
265269,2362,2022-09-07 20:52,60.55,2.5
160706,6545,2022-09-07 21:12,63.68,2.5
265936,36438,2022-09-07 22:45,38.53,6.0
265795,36367,2022-09-08 00:02,39.73,6.0
265951,36445,2022-09-08 04:17,37.8,6.0
256384,2697,2022-09-08 06:44,82.07,2.5
265965,18453,2022-09-08 07:16,61.21,2.5
265146,24793,2022-09-08 07:18,276.28,8.5
265975,5967,2022-09-08 09:43,84.44,2.5
182241,20758,2022-09-08 09:57,72.49,2.5
265977,36453,2022-09-08 10:10,79.22,2.5
262674,19942,2022-09-08 10:14,63.11,2.5
265979,36455,2022-09-08 10:28,40.21,6.0
265776,36358,2022-09-08 10:40,37.36,6.0
265985,36458,2022-09-08 11:53,60.73,2.5
265996,36464,2022-09-08 12:58,47.24,6.0
262095,33922,2022-09-08 13:35,30.42,6.0
266000,19519,2022-09-08 13:48,28.61,6.0
262269,11722,2022-09-08 14:24,36.51,6.0
16031,43,2022-09-08 14:40,64.13,2.5
265822,21514,2022-09-08 14:54,97.3,2.5
266011,36473,2022-09-08 16:03,61.77,2.5
266010,36472,2022-09-08 16:18,37.56,6.0
266017,36475,2022-09-08 16:50,64.86,2.5
266023,36480,2022-09-08 17:41,37.02,6.0
266026,36482,2022-09-08 18:09,39.83,6.0
69991,18383,2022-09-08 19:29,32.87,6.0
266033,2445,2022-09-08 19:41,36.75,6.0
266045,36492,2022-09-08 21:39,37.42,6.0
264837,9165,2022-09-08 21:42,38.5,6.0
266047,36494,2022-09-08 22:43,39.2,6.0
265790,36364,2022-09-09 05:16,61.74,2.5
259757,32723,2022-09-09 07:37,30.94,6.0
266009,36471,2022-09-09 07:49,50.77,6.0
263941,35360,2022-09-09 07:59,84.94,2.5
266066,36502,2022-09-09 09:23,46.65,6.0
262555,34503,2022-09-09 09:42,45.64,6.0
266071,36505,2022-09-09 09:42,46.85,6.0
265838,36386,2022-09-09 10:04,72.71,2.5
266079,36511,2022-09-09 11:03,48.55,6.0
263749,35013,2022-09-09 11:27,31.84,6.0
266081,36512,2022-09-09 11:46,40.46,6.0
266092,36518,2022-09-09 12:33,47.23,6.0
266093,35499,2022-09-09 12:46,44.21,6.0
262292,34350,2022-09-09 13:13,37.41,6.0
266097,36521,2022-09-09 13:30,37.69,6.0
266098,36522,2022-09-09 13:35,38.61,6.0
15303,6528,2022-09-09 14:44,128.23,2.5
266099,36520,2022-09-09 16:01,64.07,2.5
266088,36516,2022-09-09 16:23,49.77,6.0
261923,3369,2022-09-09 16:50,34.68,6.0
265351,568,2022-09-09 17:23,76.2,2.5
265613,7529,2022-09-09 17:38,48.83,6.0
264798,34807,2022-09-09 17:50,38.37,6.0
266130,36539,2022-09-09 18:09,36.41,6.0
236362,24882,2022-09-09 18:12,49.88,6.0
264807,7566,2022-09-09 18:47,116.93,2.5
266138,36543,2022-09-09 19:10,41.05,6.0
237637,198,2022-09-09 19:46,91.88,2.5
173675,3373,2022-09-09 19:57,119.46,2.5
259116,7258,2022-09-09 20:07,46.75,6.0
248487,18439,2022-09-09 20:29,80.94,2.5
261975,34129,2022-09-09 20:52,32.19,6.0
261591,33711,2022-09-09 20:59,53.05,6.0
266149,36551,2022-09-09 21:21,36.97,6.0
266152,36553,2022-09-09 21:47,37.37,6.0
246809,3939,2022-09-09 22:20,61.58,2.5
261760,8120,2022-09-10 04:43,39.61,6.0
266167,36561,2022-09-10 06:40,38.1,6.0
266164,36560,2022-09-10 08:10,46.55,6.0
264122,34511,2022-09-10 08:24,34.75,6.0
266173,36566,2022-09-10 08:31,38.53,6.0
266177,36568,2022-09-10 08:34,37.43,6.0
263047,6640,2022-09-10 08:34,90.64,2.5
266187,36576,2022-09-10 09:53,81.16,2.5
262104,1345,2022-09-10 09:53,74.86,2.5
265202,36025,2022-09-10 10:35,47.25,6.0
266194,36581,2022-09-10 11:07,47.41,6.0
266202,36584,2022-09-10 11:38,48.49,6.0
158296,19659,2022-09-10 11:39,47.82,6.0
266217,36592,2022-09-10 13:32,41.7,6.0
261529,33650,2022-09-10 13:36,31.65,6.0
239200,183,2022-09-10 13:56,60.73,2.5
266229,36599,2022-09-10 15:33,36.85,6.0
266230,36600,2022-09-10 15:37,88.17,2.5
266231,36601,2022-09-10 15:53,38.24,6.0
259302,28334,2022-09-10 16:04,31.57,6.0
266239,36606,2022-09-10 16:46,37.44,6.0
266241,36608,2022-09-10 17:30,50.23,6.0
266245,36611,2022-09-10 17:51,41.08,6.0
266248,36614,2022-09-10 18:34,43.61,6.0
259901,32595,2022-09-10 19:13,31.38,6.0
266156,36130,2022-09-10 19:27,51.5,6.0
266251,36616,2022-09-10 19:54,36.28,6.0
266213,36589,2022-09-10 20:27,52.62,6.0
260106,102,2022-09-10 22:16,60.66,2.5
266260,31908,2022-09-11 06:43,30.87,6.0
266261,36622,2022-09-11 06:53,52.37,6.0
266263,36623,2022-09-11 07:16,71.06,2.5
266271,36627,2022-09-11 08:27,107.21,2.5
264558,454,2022-09-11 08:32,47.79,6.0
266276,36631,2022-09-11 08:35,40.1,6.0
265981,21683,2022-09-11 10:04,27.63,6.0
266286,36637,2022-09-11 10:10,63.03,2.5
149386,19488,2022-09-11 10:38,39.17,6.0
266287,36638,2022-09-11 10:45,36.76,6.0
266294,36642,2022-09-11 12:49,50.07,6.0
264632,28411,2022-09-11 12:57,47.0,6.0
266300,36647,2022-09-11 13:17,37.7,6.0
265450,36177,2022-09-11 13:58,36.83,6.0
266307,36653,2022-09-11 14:23,38.54,6.0
262860,33850,2022-09-11 14:26,43.1,6.0
266309,36655,2022-09-11 14:28,36.82,6.0
266150,32864,2022-09-11 14:37,30.48,6.0
264513,1228,2022-09-11 14:38,92.96,2.5
266311,36656,2022-09-11 14:41,40.54,6.0
266316,36657,2022-09-11 15:43,72.36,2.5
266325,36662,2022-09-11 16:09,69.65,2.5
266327,36664,2022-09-11 16:14,47.16,6.0
266326,36663,2022-09-11 16:28,93.06,2.5
248565,28087,2022-09-11 17:37,54.07,6.0
266337,36671,2022-09-11 17:44,36.39,6.0
266341,36674,2022-09-11 17:59,41.77,6.0
266314,6530,2022-09-11 18:38,72.29,2.5
266344,36676,2022-09-11 18:40,63.02,2.5
266345,36677,2022-09-11 18:48,38.85,6.0
254212,18305,2022-09-11 18:55,27.64,6.0
266351,18305,2022-09-11 18:56,17.02,6.0
266352,18305,2022-09-11 18:57,11.3,6.0
16570,10236,2022-09-11 19:26,63.38,2.5
266343,36675,2022-09-11 19:54,36.03,6.0
238587,215,2022-09-11 21:01,194.79,2.5
264665,7181,2022-09-11 21:24,36.63,6.0
266365,36688,2022-09-12 02:56,36.95,6.0
266366,36689,2022-09-12 03:40,33.79,6.0
266375,13059,2022-09-12 06:51,65.14,2.5
266380,36698,2022-09-12 08:12,75.14,2.5
266385,25099,2022-09-12 09:18,30.69,6.0
263409,28374,2022-09-12 09:19,74.86,2.5
266384,36701,2022-09-12 09:26,38.61,6.0
266387,5566,2022-09-12 09:48,53.48,6.0
260597,31858,2022-09-12 11:46,34.65,6.0
266393,10927,2022-09-12 11:47,162.34,2.5
266372,36694,2022-09-12 12:27,37.79,6.0
260712,103,2022-09-12 12:29,62.62,2.5
242212,18106,2022-09-12 13:00,64.84,2.5
265701,34946,2022-09-12 13:22,58.77,6.0
261205,26050,2022-09-12 14:54,26.86,6.0
266402,36709,2022-09-12 15:00,51.92,6.0
265011,714,2022-09-12 15:10,71.6,2.5
263670,30688,2022-09-12 15:11,23.09,6.0
264008,3472,2022-09-12 15:55,85.38,2.5
262131,20619,2022-09-12 15:57,36.31,6.0
262182,34169,2022-09-12 16:42,32.33,6.0
266412,36715,2022-09-12 16:55,53.39,6.0
266420,36720,2022-09-12 17:24,39.36,6.0
266423,36722,2022-09-12 17:46,37.27,6.0
266428,36726,2022-09-12 18:17,37.19,6.0
265674,7387,2022-09-12 18:39,69.59,2.5
266431,8854,2022-09-12 18:59,92.44,2.5
266438,36731,2022-09-12 20:26,44.62,6.0
266439,35516,2022-09-12 20:44,31.66,6.0
262615,34551,2022-09-13 03:09,55.17,6.0
266457,35614,2022-09-13 06:36,39.68,6.0
266415,36717,2022-09-13 06:37,39.95,6.0
266396,600,2022-09-13 07:57,30.5,6.0
266466,36746,2022-09-13 08:05,37.58,6.0
265945,4866,2022-09-13 08:08,33.39,6.0
262423,34436,2022-09-13 08:57,39.5,6.0
266474,1269,2022-09-13 09:03,33.25,6.0
265699,9459,2022-09-13 09:50,35.84,6.0
264657,35735,2022-09-13 10:16,34.94,6.0
266494,36147,2022-09-13 11:03,44.54,6.0
266500,36762,2022-09-13 11:45,49.05,6.0
263108,34851,2022-09-13 11:46,49.59,6.0
266491,36758,2022-09-13 11:47,48.5,6.0
255835,5680,2022-09-13 11:57,32.21,6.0
266505,36765,2022-09-13 12:11,38.37,6.0
236666,3140,2022-09-13 12:13,112.29,2.5
264740,8265,2022-09-13 12:45,37.15,6.0
266509,36768,2022-09-13 12:47,26.24,6.0
265741,5398,2022-09-13 13:33,44.29,6.0
266516,36773,2022-09-13 14:02,47.08,6.0
14389,742,2022-09-13 15:42,62.33,2.5
266533,36780,2022-09-13 15:48,68.23,2.5
266539,36784,2022-09-13 16:17,37.63,6.0
266538,36783,2022-09-13 16:41,38.73,6.0
264470,30495,2022-09-13 17:36,28.51,6.0
266552,36793,2022-09-13 18:17,27.12,6.0
24864,8057,2022-09-13 18:38,204.6,2.5
266564,36801,2022-09-13 20:12,49.04,6.0
264506,13239,2022-09-13 20:21,89.83,2.5
266572,36807,2022-09-13 20:41,38.95,6.0
264947,35621,2022-09-13 20:48,36.61,6.0
249058,6284,2022-09-13 21:34,192.8,2.5
266577,36809,2022-09-13 21:36,38.86,6.0
260327,117,2022-09-14 06:19,105.67,2.5
266584,36815,2022-09-14 06:58,54.28,6.0
266590,28730,2022-09-14 07:52,67.43,2.5
237574,2064,2022-09-14 08:40,61.47,2.5
266594,4035,2022-09-14 08:43,129.3,2.5
237376,25268,2022-09-14 09:26,57.6,6.0
266608,36826,2022-09-14 09:27,48.46,6.0
266609,36380,2022-09-14 09:37,28.91,6.0
266611,36828,2022-09-14 09:48,36.81,6.0
266616,36832,2022-09-14 10:37,38.19,6.0
266620,36834,2022-09-14 11:00,44.31,6.0
264915,309,2022-09-14 11:14,73.08,2.5
264265,35385,2022-09-14 12:07,31.53,6.0
266629,36839,2022-09-14 12:26,37.7,6.0
265030,35740,2022-09-14 12:38,32.46,6.0
266633,36841,2022-09-14 12:54,38.37,6.0
266635,35740,2022-09-14 12:57,25.51,6.0
266604,36823,2022-09-14 14:14,56.69,6.0
13876,85,2022-09-14 14:32,77.87,2.5
266650,36851,2022-09-14 14:49,42.17,6.0
266653,36853,2022-09-14 15:10,38.0,6.0
264746,25750,2022-09-14 15:56,115.66,2.5
262710,10481,2022-09-14 16:08,48.62,6.0
87287,202,2022-09-14 17:01,146.82,2.5
266672,36861,2022-09-14 17:32,48.59,6.0
263060,34827,2022-09-14 17:39,32.96,6.0
262410,29387,2022-09-14 18:34,33.82,6.0
266562,36799,2022-09-14 18:43,37.67,6.0
57368,34,2022-09-14 18:45,78.23,2.5
265378,36131,2022-09-14 18:50,48.46,6.0
265579,26987,2022-09-14 19:01,62.33,2.5
266696,36876,2022-09-14 19:20,43.93,6.0
266700,36878,2022-09-14 19:30,37.03,6.0
266709,36887,2022-09-14 20:00,43.89,6.0
262218,7347,2022-09-14 20:16,38.81,6.0
266734,36904,2022-09-14 23:18,40.17,6.0
264638,32189,2022-09-15 03:42,66.66,2.5
250123,508,2022-09-15 06:12,53.06,6.0
265742,24152,2022-09-15 06:42,62.85,2.5
266750,36910,2022-09-15 07:00,38.05,6.0
266752,274,2022-09-15 07:46,48.36,6.0
266767,36918,2022-09-15 09:22,61.35,2.5
266772,24793,2022-09-15 09:37,216.56,5.5
266773,13314,2022-09-15 09:43,32.62,6.0
266771,36919,2022-09-15 09:57,39.0,6.0
263835,685,2022-09-15 10:08,52.5,6.0
266785,36924,2022-09-15 10:29,48.19,6.0
265884,6356,2022-09-15 10:57,59.22,6.0
249644,16171,2022-09-15 11:16,180.59,2.5
266793,36927,2022-09-15 11:20,49.55,6.0
266668,1029,2022-09-15 11:24,58.89,6.0
266797,36930,2022-09-15 11:46,38.33,6.0
266800,19942,2022-09-15 12:15,99.71,2.5
249131,28213,2022-09-15 12:19,44.7,6.0
265916,24642,2022-09-15 12:24,74.81,2.5
266808,36934,2022-09-15 12:50,38.32,6.0
266720,36895,2022-09-15 12:56,45.1,6.0
264016,25577,2022-09-15 13:07,90.61,2.5
266812,36937,2022-09-15 13:34,53.99,6.0
266811,36936,2022-09-15 13:36,49.28,6.0
266816,36938,2022-09-15 14:05,38.53,6.0
259677,32737,2022-09-15 14:10,49.2,6.0
266825,36944,2022-09-15 15:10,44.58,6.0
256721,30896,2022-09-15 16:20,66.77,2.5
266828,36945,2022-09-15 16:38,47.57,6.0
252386,28913,2022-09-15 17:14,47.68,6.0
266835,36951,2022-09-15 17:24,38.23,6.0
266836,36952,2022-09-15 17:35,48.23,6.0
266574,2362,2022-09-15 17:41,42.95,6.0
265548,26039,2022-09-15 17:47,67.28,2.5
266845,36958,2022-09-15 18:15,47.51,6.0
265847,42,2022-09-15 18:25,111.78,2.5
266854,36963,2022-09-15 19:53,54.27,6.0
248025,27130,2022-09-15 20:40,35.32,6.0
265558,11,2022-09-15 21:06,41.95,6.0
266863,36969,2022-09-15 21:45,38.5,6.0
266866,36970,2022-09-16 04:14,49.5,6.0
264382,35165,2022-09-16 05:36,32.63,6.0
266874,36973,2022-09-16 07:08,37.23,6.0
266882,36977,2022-09-16 08:22,39.2,6.0
266885,36978,2022-09-16 09:02,60.07,2.5
231448,23673,2022-09-16 09:23,40.08,6.0
266410,36714,2022-09-16 09:33,57.77,6.0
266890,21585,2022-09-16 09:40,29.57,6.0
266757,36913,2022-09-16 09:56,37.57,6.0
266900,36984,2022-09-16 10:12,60.97,2.5
263932,35091,2022-09-16 11:03,30.62,6.0
266905,36987,2022-09-16 11:04,38.6,6.0
264995,34723,2022-09-16 11:54,29.02,6.0
266913,36992,2022-09-16 12:00,47.66,6.0
266917,36994,2022-09-16 12:08,40.26,6.0
266915,36993,2022-09-16 12:11,37.66,6.0
266921,12155,2022-09-16 12:33,47.6,6.0
